ROCK NAME,DESCRIPTION
Phyllite,It is usually fine-grained and has a shiny or satiny appearance.
Phyllite,"Various colors (often green or gray) foliated metamorphic rock, found in regional metamorphic terrains."
Phyllite,A metamorphic rock that forms from shale under low to moderate temperature and pressure conditions.
Phyllite,metamorphic rock that forms from shale under low to moderate temperature and pressure conditions.
Phyllite,foliated fine dark shiny crinly foliation
Phyllite,"A fine-grained metamorphic rock with a pronounced foliation, resulting from the low-grade metamorphism of shale or slate."
Phyllite,foliated fine dark shiny crinly foliation
Phyllite,"low-grade metamorphic rock characterized by its finely foliated texture, formed from the regional metamorphism of pre-existing rocks."
Phyllite,"fine-grained metamorphic rock with a silky sheen and a platy or layered texture, typically derived from shale or slate."
Phyllite,"fine-grained metamorphic rock exhibiting a smooth and glossy foliation, formed from low-grade metamorphism of shale or mudstone."
Phyllite,"A low-grade metamorphic rock characterized by its fine-grained texture and the alignment of mica minerals, often with additional minerals like quartz or chlorite."
Phyllite,"fine-grained metamorphic rock characterized by its smooth texture and a range of colors, including gray, green, and brown."
Phyllite,"fine-grained metamorphic rock with a silky sheen and a platy or layered texture, typically derived from shale or slate."
Phyllite,Metamorphic rock with a foliated or platy texture.
Phyllite,"Various colors (often green or gray) foliated metamorphic rock, found in regional metamorphic terrains."
Phyllite,Fine-grained metamorphic rock with a silky sheen and a platy or layered texture.
Phyllite,"metamorphic rock with a foliated structure, characterized by a fine-grained texture and a glossy sheen resulting from the preferred orientation of mica minerals"
Phyllite,"metamorphic rock with a foliated structure, characterized by a fine-grained texture and a glossy sheen resulting from the preferred orientation of mica minerals."
Phyllite,"metamorphic rock with a foliated fabric, characterized by a fine-grained texture and a glossy sheen resulting from the preferred orientation of mica minerals."
Porphyry,"igneous rock with a porphyritic fabric, exhibiting large phenocrysts embedded in a fine-grained or glassy matrix."
Porphyry,"igneous rock with large, well-defined crystals (phenocrysts) embedded in a fine-grained matrix, often used in architecture."
Porphyry,"Light-colored rock with large crystals (phenocrysts) in a fine-grained matrix, found in volcanic regions."
Porphyry,is an igneous rock that has large crystals (phenocrysts) embedded in a fine-grained matrix.
Porphyry,"An igneous rock with a porphyritic structure, exhibiting large phenocrysts embedded in a fine-grained or glassy matrix."
Porphyry,Igneous rock with large crystals (phenocrysts) embedded in a fine-grained matrix.
Porphyry,Rock with large crystals (phenocrysts) embedded in a fine-grained texture.
Porphyry,An extrusive igneous rock with large crystals (phenocrysts) surrounded by a fine-grained matrix (groundmass).
Porphyry,"igneous rock characterized by large, conspicuous crystals embedded in a fine-grained matrix. It typically consists of feldspar, quartz, and other minerals."
Porphyry,"Light-colored rock with large crystals (phenocrysts) in a fine-grained matrix, found in volcanic regions."
Porphyry,"igneous rock characterized by large crystals (phenocrysts) embedded in a fine-grained matrix, commonly associated with volcanic or plutonic activity."
Porphyry,"igneous rock characterized by large, conspicuous crystals embedded in a fine-grained matrix. It typically consists of feldspar, quartz, and other minerals."
Porphyry,"igneous rock with a porphyritic texture, characterized by large crystals (phenocrysts) embedded in a fine-grained matrix, exhibiting a range of colors."
Porphyry,"An igneous rock with large crystals (phenocrysts) embedded in a fine-grained matrix, typically composed of minerals like feldspar, quartz, and mica."
Porphyry,extrusive igneous rock with large crystals (phenocrysts) surrounded by a fine-grained matrix (groundmass).
Porphyry,"igneous rock with large, well-defined crystals (phenocrysts) embedded in a fine-grained matrix, often used in architecture."
Porphyry,It can be any color and has a porphyritic texture.
Porphyry,"An igneous rock characterized by large crystals (phenocrysts) embedded in a fine-grained matrix, often associated with volcanic activity and used as a decorative stone."
Porphyry,"igneous rock with a porphyritic structure, exhibiting large phenocrysts embedded in a fine-grained or glassy matrix."
Porphyry,"An igneous rock characterized by large crystals (phenocrysts) embedded in a fine-grained matrix, typically formed in volcanic environments."
Pumice,"volcanic rock with a vesicular structure, characterized by abundant gas bubbles trapped in a frothy and lightweight texture."
Pumice,"light, porous volcanic rock formed from frothy lava, typically pale in color and containing numerous gas bubbles."
Pumice,"Lightweight volcanic rock with a porous texture, formed from frothy lava."
Pumice,Lightweight volcanic rock with a porous or frothy texture. 
Pumice,is an extrusive igneous rock that forms from lava that cools quickly and traps gas bubbles inside.
Pumice,fine light many small bubbles associated with sticky lava
Pumice,It is usually light-colored with a porous texture.
Pumice,An extrusive igneous rock that is very light in weight due to the presence of many gas bubbles in its structure.
Pumice,"A lightweight volcanic rock with a frothy texture, formed from rapidly cooling lava with high gas content, often used as an abrasive or lightweight aggregate."
Pumice,fine light many small bubbles associated with sticky lava
Pumice,"light, porous volcanic rock formed from frothy lava, typically pale in color and containing numerous gas bubbles."
Pumice,"volcanic rock with a vesicular structure, characterized by abundant gas bubbles trapped in a frothy and lightweight texture."
Pumice,"volcanic rock with a vesicular fabric, characterized by abundant gas bubbles trapped in a frothy, lightweight texture."
Pumice,"Light-colored volcanic rock with a porous texture, found in volcanic eruptions."
Pumice, light-colored vesicular igneous rock. It forms through very rapid solidification of a melt. The vesicular texture is a result of gas trapped in the melt at the time of solidification
Pumice,"lightweight volcanic rock with a frothy texture, primarily composed of volcanic glass and mineral crystals."
Pumice,"Light-colored volcanic rock with a porous texture, found in volcanic eruptions."
Pumice,"lightweight volcanic rock formed from frothy lava, typically associated with explosive volcanic eruptions."
Pumice,"A lightweight volcanic rock with a frothy texture, formed from lava with high gas content rapidly cooling and solidifying, often used in abrasives and horticulture."
Pumice,"lightweight volcanic rock with a frothy texture, typically exhibiting colors ranging from white to light gray."
Pyroxenite," coarse-grained igneous rock primarily composed of pyroxene minerals, such as clinopyroxene and orthopyroxene. It typically has a dark color, ranging from dark green to black, and a granular texture."
Pyroxenite,"igneous rock with a granular fabric, composed mainly of pyroxene minerals and often occurring as dikes or veins."
Pyroxenite,Ultramafic rock with a granular or crystalline texture.
Pyroxenite,An intrusive igneous rock composed mainly of pyroxene minerals such as augite or enstatite.
Pyroxenite, is an intrusive igneous rock that is composed primarily of pyroxene minerals.
Pyroxenite,"intrusive igneous rock composed of quartz and plagioclase feldspar, often associated with intermediate magmas."
Pyroxenite,"ultramafic igneous rock primarily composed of pyroxene minerals, typically formed in mantle-related environments and associated with the formation of certain ore deposits."
Pyroxenite,Ultramafic rock composed predominantly of pyroxene minerals.
Pyroxenite,"ultramafic rock composed predominantly of pyroxene minerals, often dark green or black in color."
Pyroxenite,"An igneous rock with a granular structure, composed mainly of pyroxene minerals and often occurring as dikes or veins."
Pyroxenite,"Dark-colored ultramafic rock composed mainly of pyroxene minerals, found in ultramafic intrusions."
Pyroxenite,A coarse-grained intrusive igneous rock composed mainly of pyroxene minerals.
Pyroxenite,"coarse-grained intrusive igneous rock primarily composed of pyroxene minerals, often exhibiting dark green to black colors."
Pyroxenite,"Dark-colored ultramafic rock composed mainly of pyroxene minerals, found in ultramafic intrusions."
Pyroxenite,"igneous rock with a granular structure, composed mainly of pyroxene minerals and often occurring as dikes or veins."
Pyroxenite,"An ultramafic igneous rock composed mainly of pyroxene minerals, commonly associated with mantle-derived rocks."
Pyroxenite,extrusive igneous rock that is very light in weight due to the presence of many gas bubbles in its structure.
Pyroxenite,It is usually dark-colored with a coarse-grained texture.
Pyroxenite,"ultramafic rock composed predominantly of pyroxene minerals, often dark green or black in color."
Pyroxenite," coarse-grained igneous rock primarily composed of pyroxene minerals, such as clinopyroxene and orthopyroxene. It typically has a dark color, ranging from dark green to black, and a granular texture."
Quartz_diorite,"Intrusive igneous rock composed of quartz, feldspar, and amphibole/pyroxene minerals."
Quartz_diorite,"igneous rock with a phaneritic structure, composed of quartz, plagioclase feldspar, and minor amounts of biotite or amphibole minerals."
Quartz_diorite,"An intrusive igneous rock composed of quartz, plagioclase feldspar, and minor amounts of biotite or hornblende."
Quartz_diorite,"intrusive igneous rock primarily composed of quartz and plagioclase feldspar, commonly found in granitic intrusions."
Quartz_diorite,"coarse-grained intrusive igneous rock composed mainly of quartz, plagioclase feldspar, and a minor amount of biotite or hornblende. It has a granular texture and typically exhibits a salt-and-pepper appearance due to the intergrowth of light-colored quartz and dark-colored feldspar mineral"
Quartz_diorite,Intrusive rock with a medium to coarse-grained texture.
Quartz_diorite,It is usually light-colored with a coarse-grained texture.
Quartz_diorite,"Light-colored intrusive rock composed of quartz, feldspar, and amphibole/pyroxene minerals, found in diorite intrusions."
Quartz_diorite," is an intrusive igneous rock that is composed primarily of quartz, plagioclase feldspar, and biotite or hornblende minerals"
Quartz_diorite,"igneous rock with a phaneritic fabric, consisting of quartz, plagioclase feldspar, and minor amounts of biotite or amphibole minerals."
Quartz_diorite, Intrusive igneous rocks with varying amounts of quartz. Quartz diorites have more
Quartz_diorite,"intrusive igneous rock composed mainly of plagioclase feldspar and quartz, with a medium to coarse-grained texture."
Quartz_diorite,"intrusive igneous rock composed mainly of plagioclase feldspar and quartz, with a medium to coarse-grained texture."
Quartz_diorite,"An intrusive igneous rock composed of plagioclase feldspar, quartz, and biotite or amphibole minerals, intermediate in composition between diorite and granite"
Quartz_diorite,"intrusive igneous rock with a medium to coarse-grained texture, typically exhibiting gray or greenish-gray colors."
Quartz_diorite,"An intrusive igneous rock consisting of plagioclase feldspar and quartz, with a composition intermediate between diorite and granite."
Quartz_diorite,"coarse-grained intrusive igneous rock composed mainly of quartz, plagioclase feldspar, and a minor amount of biotite or hornblende. It has a granular texture and typically exhibits a salt-and-pepper appearance due to the intergrowth of light-colored quartz and dark-colored feldspar mineral"
Quartz_diorite,intrusive igneous rock composed mainly of pyroxene minerals such as augite or enstatite.
Quartz_diorite,"Light-colored intrusive rock composed of quartz, feldspar, and amphibole/pyroxene minerals, found in diorite intrusions."
Quartz_diorite,"igneous rock with a phaneritic structure, composed of quartz, plagioclase feldspar, and minor amounts of biotite or amphibole minerals."
Quartz_monozonite,"intrusive igneous rock containing quartz and plagioclase feldspar, typically displaying a salt-and-pepper appearance."
Quartz_monozonite,"igneous rock with a phaneritic structure, composed of quartz, plagioclase feldspar, and alkali feldspar."
Quartz_monozonite,"Light-colored intrusive rock composed of quartz, feldspar, and sometimes mica or amphibole, found in monzonite intrusions."
Quartz_monozonite,It is usually light-colored with a coarse-grained texture
Quartz_monozonite, Intrusive igneous rocks with varying amounts of quartz. Quartz diorites have more
Quartz_monozonite,"Intrusive igneous rock containing quartz, feldspar, and sometimes mica or amphibole."
Quartz_monozonite,"metamorphic rock formed from the recrystallization of quartz sandstone, typically associated with regional metamorphism."
Quartz_monozonite," is an intrusive igneous rock that is composed primarily of quartz, plagioclase feldspar, and biotite or hornblende minerals"
Quartz_monozonite,"consists primarily of quartz and feldspar minerals, particularly plagioclase feldspar and orthoclase feldspar. It has a coarse-grained texture and typically appears light to medium gray in color. Quartz monzonite is similar to granite but contains more plagioclase feldspar relative to orthoclase feldspar"
Quartz_monozonite,"intrusive igneous rock containing quartz and plagioclase feldspar, typically displaying a salt-and-pepper appearance."
Quartz_monozonite,"Light-colored intrusive rock composed of quartz, feldspar, and sometimes mica or amphibole, found in monzonite intrusions."
Quartz_monozonite,"An intrusive igneous rock primarily composed of quartz and plagioclase feldspar minerals, often with additional minerals like biotite or muscovite."
Quartz_monozonite,Intrusive rock with a medium to coarse-grained texture.
Quartz_monozonite,"An intrusive igneous rock composed mainly of quartz and plagioclase feldspar, often exhibiting light gray to pinkish colors."
Quartz_monozonite,"consists primarily of quartz and feldspar minerals, particularly plagioclase feldspar and orthoclase feldspar. It has a coarse-grained texture and typically appears light to medium gray in color. Quartz monzonite is similar to granite but contains more plagioclase feldspar relative to orthoclase feldspar"
Quartz_monozonite, Intrusive igneous rocks with varying amounts of quartz. 
Quartz_monozonite,"igneous rock with a phaneritic fabric, composed of quartz, plagioclase feldspar, and alkali feldspar."
Quartz_monozonite,"igneous rock with a phaneritic structure, composed of quartz, plagioclase feldspar, and alkali feldspar."
Quartz_monozonite,"An intrusive igneous rock containing quartz and plagioclase feldspar, similar to a monzogranite but with less alkali feldspar."
Quartz_monozonite,"An intrusive igneous rock composed mainly of quartz and plagioclase feldspar, similar to a monzogranite but with a lower content of alkali "
Quartzite,"metamorphic rock with a granular fabric, formed from the recrystallization of quartz grains resulting in a dense and hard texture."
Quartzite,"metamorphic rock primarily composed of quartz grains, usually white or light-colored and prized for its hardness and durability."
Quartzite,"A metamorphic rock formed from the recrystallization of quartz sandstone, characterized by its hardness and resistance to weathering."
Quartzite, Intrusive igneous rocks with varying amounts of quartz. Quartz diorites have more
Quartzite,"metamorphic rock with a granular structure, formed from the recrystallization of quartz grains resulting in a dense and hard texture"
Quartzite,"Light-colored metamorphic rock composed mainly of quartz grains, found in quartzite formations."
Quartzite, Intrusive igneous rocks with varying amounts of quartz. 
Quartzite,"metamorphic rock formed from the recrystallization of quartz sandstone, often exhibiting white, gray, or pinkish colors."
Quartzite,"metamorphic rock formed from the recrystallization of quartz sandstone, characterized by its extreme hardness, durability, and resistance to weathering."
Quartzite,It is usually white to gray in color and has a glassy luster.
Quartzite,"is a metamorphic rock that forms from sandstone under high-pressure, low-temperature conditions."
Quartzite,"metamorphic rock primarily composed of quartz grains, usually white or light-colored and prized for its hardness and durability."
Quartzite,Metamorphic rock with a compact or granular texture.
Quartzite,"Light-colored metamorphic rock composed mainly of quartz grains, found in quartzite formations."
Quartzite,"metamorphic rock formed from the recrystallization of quartz sandstone, primarily composed of quartz with minor amounts of other minerals."
Quartzite,typically associated with regional metamorphism.
Quartzite,"metamorphic rock with a granular structure, formed from the recrystallization of quartz grains resulting in a dense and hard texture."
Quartzite,non foliated coarse light quartz no fizz with acid
Quartzite,non foliated coarse light quartz no fizz with acid
Quartzite,Metamorphic rock composed mainly of quartz grains.
Quartzolite,"A rock composed mainly of quartz and some feldspar, often formed from the alteration of quartz-rich rocks."
Quartzolite,"rock composed mainly of quartz and feldspar minerals, formed through the alteration of quartz-rich rocks under specific geologic conditions."
Quartzolite," composed primarily of quartz, with little to no other minerals present. It has a granular texture and is often light-colored, ranging from white to gray"
Quartzolite,"rock composed mainly of quartz and feldspar minerals, commonly found in igneous or metamorphic settings."
Quartzolite," composed primarily of quartz, with little to no other minerals present. It has a granular texture and is often light-colored, ranging from white to gray"
Quartzolite,"rock with a massive structure, composed primarily of quartz with minor amounts of other minerals."
Quartzolite,Rock dominated by quartz and formed by the metamorphism of sandstone.
Quartzolite,"Light-colored rock dominated by quartz, found in various geological settings."
Quartzolite,is an intrusive igneous rock that is composed primarily of quartz and feldspar minerals.
Quartzolite,"Light-colored rock dominated by quartz, found in various geological settings."
Quartzolite,"rock dominated by quartz and formed by the metamorphism of sandstone, often displaying a compact and granular texture."
Quartzolite, Intrusive igneous rocks with varying amounts of quartz.
Quartzolite,"rock dominated by quartz and formed by the metamorphism of sandstone, often displaying a compact and granular texture."
Quartzolite,"rock composed mainly of quartz and feldspar minerals, often with additional minerals like mica or amphibole."
Quartzolite,It can be any color and has a coarse-grained texture.
Quartzolite,Rock with a granular or crystalline texture dominated by quartz.
Quartzolite,"rock with a massive structure, composed primarily of quartz with minor amounts of other minerals."
Quartzolite,"rock with a massive fabric, composed primarily of quartz with minor amounts of other minerals."
Quartzolite, Intrusive igneous rocks with varying amounts of quartz. Quartz diorites have more
Quartzolite,"rock composed mainly of quartz and feldspar minerals, exhibiting a variety of colors depending on the mineral composition."
Rhyolite,"fine-grained volcanic rock with a light gray to pink or reddish color, often exhibiting a glassy or frothy texture."
Rhyolite,"Light-colored volcanic rock with a high silica content, found in volcanic regions."
Rhyolite,"A fine-grained volcanic rock with a high silica content, often exhibiting a light-colored appearance and containing glassy or porphyritic textures."
Rhyolite,"fine-grained igneous rock that is rich in silica (quartz) and feldspar minerals. It is typically light in color, ranging from pale gray to pink or reddish-brown. "
Rhyolite,"Fine-grained volcanic rock with high silica content, often light in color."
Rhyolite,Fine-grained volcanic rock with a smooth or glassy texture.
Rhyolite,"fine-grained volcanic rock similar to granite in composition but with a higher silica content, often exhibiting a light-colored appearance."
Rhyolite,"volcanic rock with an aphanitic structure, characterized by a fine-grained texture and high silica content."
Rhyolite," a light-colored, fine-grained, extrusive igneous rock that typically contains quartz and feldspar minerals. "
Rhyolite,"fine-grained volcanic rock with high silica content, commonly associated with explosive volcanic eruptions"
Rhyolite,"volcanic rock with an aphanitic fabric, characterized by a fine-grained texture and high silica content."
Rhyolite, is a fine-grained extrusive igneous rock that is light in color.
Rhyolite,"Light-colored volcanic rock with a high silica content, found in volcanic regions."
Rhyolite,"volcanic rock with an aphanitic structure, characterized by a fine-grained texture and high silica content."
Rhyolite,"fine-grained volcanic rock similar to granite in composition but with a higher silica content, often exhibiting a light-colored appearance."
Rhyolite,"fine-grained volcanic rock with a high silica content, primarily composed of quartz and feldspar minerals, often with minor amounts of biotite or hornblende."
Rhyolite,"fine-grained igneous rock that is rich in silica (quartz) and feldspar minerals. It is typically light in color, ranging from pale gray to pink or reddish-brown. "
Rhyolite,"fine-grained volcanic rock with a high silica content, typically exhibiting a light-colored appearance and often associated with explosive volcanic eruptions."
Rhyolite, It is usually made up of quartz and feldspar minerals
Rhyolite,"is the most silica-rich of volcanic rocks. It is generally glassy or fine-grained (aphanitic) in texture, but may be porphyritic, containing larger mineral crystals (phenocrysts) in an otherwise fine-grained groundmass. The mineral assemblage is predominantly quartz, sanidine, and plagioclase. It is the extrusive equivalent to granite."
Sandstone,"sedimentary rock with a clastic fabric, composed of sand-sized grains cemented together by silica, calcite, or iron oxide."
Sandstone,"clastic sedimentary rock composed mainly of sand-sized mineral particles or rock fragments, often used as building materials and in the production of glass."
Sandstone,hard coarse clean quartz white to brown in color 
Sandstone,hard coarse clean quartz white to brown in color 
Sandstone, They vary from fine-grained to coarse-grained and are readily distinguishable by the naked eye
Sandstone,"A sedimentary rock primarily composed of sand-sized mineral particles, typically including minerals like quartz, feldspar, and lithic fragments."
Sandstone,"A clastic sedimentary rock composed mainly of sand-sized grains, cemented together to form a solid rock mass."
Sandstone,Sedimentary rock with a grainy or sandy texture.
Sandstone, They are clastic sedimentary rocks that are made up of sand grains that have been cemented together.
Sandstone,"sedimentary rock that is composed primarily of sand-sized grains of mineral, rock, or organic material. It can be any color and has a gritty texture."
Sandstone,"sedimentary rock composed mainly of sand-sized mineral particles, exhibiting a range of colors depending on the mineral composition."
Sandstone,"sedimentary rock composed of sand-sized grains, typically cemented together, and available in a wide range of colors and textures."
Sandstone,"sedimentary rock with a clastic structure, composed of sand-sized grains cemented together by silica, calcite, or iron oxide."
Sandstone,"Various colors (often tan or brown) sedimentary rock composed of sand-sized grains, found in sandstone formations."
Sandstone,Sandstones are clastic sedimentary rocks that are made up of sand grains that have been cemented together. 
Sandstone,"edimentary rock composed of sand-sized mineral particles, often found in desert, beach, or river environments."
Sandstone,Sedimentary rock composed of sand-sized grains cemented together.
Sandstone,"Various colors (often tan or brown) sedimentary rock composed of sand-sized grains, found in sandstone formations."
Sandstone,"sedimentary rock composed of sand-sized grains, typically cemented together, and available in a wide range of colors and textures."
Sandstone,"sedimentary rock with a clastic structure, composed of sand-sized grains cemented together by silica, calcite, or iron oxide."
Scoria,is an extrusive igneous rock that forms from lava that cools quickly and traps gas bubbles inside. 
Scoria, It is commonly used as landscaping material and as a lightweight aggregate in concrete
Scoria,"Dark-colored, vesicular volcanic rock formed from frothy lava."
Scoria,"volcanic rock with a vesicular fabric, formed from lava with abundant gas bubbles, often exhibiting a dark and porous texture."
Scoria,"dark-colored, vesicular volcanic rock formed from frothy lava, often used in landscaping and construction."
Scoria,Porous volcanic rock with a frothy or vesicular texture.
Scoria,"volcanic rock with a vesicular structure, formed from lava with abundant gas bubbles, often exhibiting a dark and porous texture."
Scoria,"vesicular volcanic rock with a dark color, primarily composed of glassy volcanic material, minerals like plagioclase feldspar, and small vesicles."
Scoria,fine dark many large bubbles associated with fluid lava
Scoria,"volcanic rock with a vesicular structure, formed from lava with abundant gas bubbles, often exhibiting a dark and porous texture."
Scoria,"Dark-colored volcanic rock with a vesicular texture, found in volcanic eruptions."
Scoria,"vesicular volcanic rock with a dark red to black color, often exhibiting a frothy and porous texture."
Scoria,"A vesicular volcanic rock similar to basalt but with a more frothy appearance, formed from gas-rich lava."
Scoria,"vesicular volcanic rock similar to basalt but with a more porous and frothy appearance, formed from lava with high gas content during explosive eruptions."
Scoria,fine dark many large bubbles associated with fluid lava
Scoria,"Dark-colored volcanic rock with a vesicular texture, found in volcanic eruptions."
Scoria,"dark-colored, vesicular volcanic rock formed from frothy lava, often used in landscaping and construction."
Scoria,It is a volcanic rock that is dark-colored with abundant vesicles.
Scoria,"a dark-colored, vesicular, extrusive igneous rock. The vesicles are a result of trapped gas within the melt at the time of solidification. It often forms as a frothy crust on the top of a lava flow or as material ejected from a volcanic vent and solidifying while airborne. "
Scoria,"volcanic rock with a vesicular texture, formed from frothy lava during explosive volcanic activity."
Serpentinite,Metamorphic rock with a greasy or scaly texture.
Serpentinite,"A metamorphic rock composed of serpentine minerals resulting from the alteration of ultramafic rocks, often with additional minerals like magnetite or talc."
Serpentinite," metamorphic rock that forms from other rocks such as peridotite or basalt under high-pressure, low-temperature conditions. It can be green to brown in color and has a smooth texture."
Serpentinite,metamorphic rock that is composed of serpentine minerals
Serpentinite,"metamorphic rock with a foliated or massive structure, composed mainly of serpentine minerals resulting from the alteration of ultramafic rocks."
Serpentinite,Metamorphic rock composed mainly of serpentine minerals.
Serpentinite,nonfoliated fine greenish soft shiny mottled surface
Serpentinite,"metamorphic rock with a range of colors, including green, black, and brown, typically composed of serpentine minerals."
Serpentinite,"metamorphic rock with a foliated or massive structure, composed mainly of serpentine minerals resulting from the alteration of ultramafic rocks."
Serpentinite,nonfoliated fine greenish soft shiny mottled surface
Serpentinite,"is a metamorphic rock that forms from other rocks such as peridotite or basalt under high-pressure, low-temperature conditions. It can be green to brown in color and has a smooth texture."
Serpentinite,"metamorphic rock composed of serpentine minerals, typically formed through the hydration of ultramafic rocks"
Serpentinite,"Green-colored rock composed mainly of serpentine minerals, found in serpentinite belts."
Serpentinite,"A metamorphic rock composed mainly of serpentine minerals, typically formed by the hydration and alteration of ultramafic rocks in tectonic settings."
Serpentinite,It is usually green in color and has a waxy luster
Serpentinite,"metamorphic rock with a foliated or massive fabric, composed mainly of serpentine minerals resulting from the alteration of ultramafic rocks."
Serpentinite,"greenish metamorphic rock composed mainly of serpentine minerals, typically formed in areas of tectonic activity."
Serpentinite,"greenish metamorphic rock composed mainly of serpentine minerals, typically formed in areas of tectonic activity."
Serpentinite,"A metamorphic rock composed mainly of serpentine minerals, typically formed by the hydration and alteration of ultramafic rocks."
Serpentinite,"Green-colored rock composed mainly of serpentine minerals, found in serpentinite belts."
Shale, It is usually gray or brown in color and has a dull luster
Shale,"A fine-grained sedimentary rock composed of compacted and hardened clay, silt, and other mineral particles, often exhibiting fissility and used as a source rock for oil and gas."
Shale,"Various colors (often gray or black) fine-grained sedimentary rock composed of clay or mud, found in sedimentary basins."
Shale,"fine-grained sedimentary rock composed of compacted mud or clay particles, often exhibiting a layered or fissile structure."
Shale,soft fine clay minerals splits in layers 
Shale,Fine-grained sedimentary rock composed of compacted mud or clay particles.
Shale,It is usually gray in color and breaks into thin layers
Shale,"sedimentary rock with a fissile fabric, consisting of fine-grained, layered clay or mud-sized particles."
Shale,Fine-grained sedimentary rock with a layered or fissile texture.
Shale,"fine-grained sedimentary rock composed of compacted mud or clay particles, often exhibiting a layered or fissile structure."
Shale,Shale is a fine-grained sedimentary rock that is composed of clay minerals.
Shale,"sedimentary rock with a fissile structure, consisting of fine-grained, layered clay or mud-sized particles."
Shale,"sedimentary rock with a fissile structure, consisting of fine-grained, layered clay or mud-sized particles."
Shale,"fine-grained sedimentary rock composed of compacted clay and silt-sized particles, often exhibiting shades of gray, brown, or black."
Shale,is a sedimentary rock that is composed primarily of clay-sized particles of mineral or organic material. It can be any color and has a dull luster.
Shale,"A fine-grained sedimentary rock composed of clay and silt-sized particles, often exhibiting fissility and easily splitting into layers."
Shale,"Various colors (often gray or black) fine-grained sedimentary rock composed of clay or mud, found in sedimentary basins."
Shale,"A fine-grained sedimentary rock composed of compacted clay and silt-sized particles, often containing minerals like quartz, feldspar, and mica."
Shale,"fine-grained sedimentary rock formed from the compaction of clay or mud, commonly found in lake or marine environments."
Shale,soft fine clay minerals splits in layers 
Siltstone,"composed mainly of fine-sized particles called silt. It has a compact and smooth texture, and its color can range from gray to brown."
Siltstone, Siltstone is a fine-grained sedimentary rock that is composed of silt-sized particles.
Siltstone,"A sedimentary rock with a fine-grained texture, primarily composed of silt-sized particles, often including minerals like quartz, feldspar, and mica."
Siltstone,Fine-grained sedimentary rock with a smooth or compacted texture.
Siltstone,"sedimentary rock with a fine-grained texture intermediate between sandstone and mudstone, composed mainly of silt-sized particles."
Siltstone,"sedimentary rock with a clastic structure, composed of silt-sized particles compacted together."
Siltstone,"sedimentary rock with a fine-grained texture, often exhibiting colors such as gray, brown, or reddish-brown."
Siltstone,"A sedimentary rock with a fine-grained texture between that of sandstone and mudstone, composed mainly of silt-sized particles."
Siltstone,"sedimentary rock with a clastic fabric, composed of silt-sized particles compacted together."
Siltstone,"Various colors (often gray) fine-grained sedimentary rock composed of silt-sized particles, found in sedimentary basins."
Siltstone,"sedimentary rock with a fine-grained texture, composed primarily of silt-sized particles, often found in river or lake deposits."
Siltstone,is a sedimentary rock that is composed primarily of silt-sized particles of mineral or organic material. It can be any color and has a dull luster.
Siltstone,"composed mainly of fine-sized particles called silt. It has a compact and smooth texture, and its color can range from gray to brown."
Siltstone,Fine-grained sedimentary rock composed of silt-sized particles.
Siltstone,"fine-grained sedimentary rock composed of silt-sized particles, often displaying a smooth texture and a range of colors."
Siltstone,"fine-grained sedimentary rock composed of silt-sized particles, often displaying a smooth texture and a range of colors."
Siltstone,Siltstone is a fine-grained sedimentary rock that is composed of silt-sized particles
Siltstone,silt sized particles light to dark in color
Siltstone,"sedimentary rock with a clastic structure, composed of silt-sized particles compacted together."
Siltstone,"Various colors (often gray) fine-grained sedimentary rock composed of silt-sized particles, found in sedimentary basins."
Slate,"fine-grained metamorphic rock with a variety of colors, including gray, black, and green, commonly used for roofing."
Slate,Fine-grained metamorphic rock that can be easily split into thin layers.
Slate,"A fine-grained metamorphic rock derived from shale or mudstone, characterized by its ability to be split into thin sheets."
Slate,"fine-grained metamorphic rock that is characterized by its ability to be split into thin, flat layers or sheets. It is primarily composed of clay minerals and mica, with quartz and other minerals also present. Slate typically has a dull or matte appearance and can come in various colors, including gray, black, green, and purple."
Slate,"metamorphic rock formed from the low-grade metamorphism of shale or mudstone, characterized by its ability to be split into thin sheets."
Slate, It can be gray to black in color and has a dull luster.
Slate,"metamorphic rock with a foliated fabric, characterized by a fine-grained texture and ability to be easily split into thin sheets."
Slate,"fine-grained metamorphic rock derived from shale or mudstone, characterized by its foliated structure and ability to be split into thin layers."
Slate,"fine-grained metamorphic rock derived from shale or mudstone, characterized by its foliated structure and ability to be split into thin layers."
Slate,"fine-grained metamorphic rock derived from shale or mudstone, characterized by its ability to be split into thin, smooth sheets and commonly used as roofing material and in construction."
Slate,"Various colors (often gray or black) fine-grained metamorphic rock with a foliated texture, found in regional metamorphic terrains."
Slate,"Various colors (often gray or black) fine-grained metamorphic rock with a foliated texture, found in regional metamorphic terrains."
Slate, It is usually gray or black in color and has a dull luster
Slate,"metamorphic rock with a foliated structure, characterized by a fine-grained texture and the ability to be easily split into thin sheets."
Slate,"fine-grained metamorphic rock that is characterized by its ability to be split into thin, flat layers or sheets. It is primarily composed of clay minerals and mica, with quartz and other minerals also present. Slate typically has a dull or matte appearance and can come in various colors, including gray, black, green, and purple."
Slate,"fine-grained metamorphic rock characterized by its foliation, typically composed of minerals like quartz, mica, and chlorite."
Slate, Slate is a fine-grained metamorphic rock that is composed of clay minerals
Slate,"is a metamorphic rock that forms from shale under high-pressure, low-temperature conditions"
